问题id,问题,实体答案,final_ans1,ans_list
587,"假设股票日收益率计算公式为：日收益率 = （当日收盘价-昨收盘价）/昨收盘价。请帮我找到在2020年，申万行业分类行业划分标准,建筑材料一级行业中, 代码为多少的股票的日均收益率最高？",N_A,N_A,[]
588,股票002501在20210802日期中的收盘价是多少?（小数点保留3位）,N_A,N_A,[]
589,请列出华宝基金管理有限公司在2020年成立并且托管人为中国民生银行股份有限公司的所有基金的基金托管费率的平均数。,N_A,N_A,[]
590,请帮我计算，代码为600552的股票，2020年一年持有的年化收益率有多少？百分数请保留两位小数。年化收益率定义为：（（有记录的一年的最终收盘价-有记录的一年的年初当天开盘价）/有记录的一年的当天开盘价）* 100%。,N_A,N_A,[]
591,20200819日，开盘价较上一交易日最高价高的股票有多少只？（如上一交易日没有某只股票，则不统计在内）,N_A,N_A,[]
592,报告期内，深圳市超频三科技股份有限公司直接材料成本占营业成本比例分别为多少？,深圳市超频三科技股份有限公司,"深圳市超频三科技股份有限公司在报告内期,直接材料成本占营业成本比例分别为78.31%、75.40%和76.27%。
根据资料，深圳市超频三科技股份有限公司的直接材料成本占营业成本的比例在80%左右。
报告期内，深圳市超频三科技股份有限公司直接材料成本占营业成本比例分别为78.31%、75.40%和76.27%。
","['深圳市超频三科技股份有限公司在报告内期,直接材料成本占营业成本比例分别为78.31%、75.40%和76.27%。', '根据资料，深圳市超频三科技股份有限公司的直接材料成本占营业成本的比例在80%左右。', '报告期内，深圳市超频三科技股份有限公司直接材料成本占营业成本比例分别为78.31%、75.40%和76.27%。']"
593,"假设股票日收益率计算公式为：日收益率 = （当日收盘价-昨收盘价）/昨收盘价。请帮我找到在2020年，申万行业分类行业划分标准,房地产一级行业中, 代码为多少的股票的日均收益率最高？",N_A,N_A,[]
594,请帮我计算，代码为600884的股票，2020年一年持有的年化收益率有多少？百分数请保留两位小数。年化收益率定义为：（（有记录的一年的最终收盘价-有记录的一年的年初当天开盘价）/有记录的一年的当天开盘价）* 100%。,N_A,N_A,[]
595,湖南南岭民用爆破器材股份有限公司监事有谁？,湖南南岭民用爆破器材股份有限公司,"湖南南岭民用爆破器材股份有限公司的监事包括明景谷先生、高育滨先生以及职工代表出任的监事廖辉蓉女士。
湖南南岭民用爆破器材股份有限公司监事共有 3 人，其中 2 名监事（明景谷、高育滨）经股东大会选举产生，1名监事（廖辉蓉）由职工民主推荐产生。
湖南南岭民用爆破器材股份有限公司的监事会成员包括监事会主席明景谷先生、监事高育滨先生。
湖南南岭民用爆破器材股份有限公司的监事有高育滨。
湖南南岭民用爆破器材股份有限公司的监事包括明景谷和高育滨两位先生。
湖南南岭民用爆破器材股份有限公司全体监事承诺本招股意向书及摘要不存在虚假记载、误导性陈述或重大遗漏，并对其真实性、准确性、完整性承担个别和连带的法律责任。但是，该资料并没有列出具体的监事名单。
湖南南岭民用爆破器材股份有限公司的监事包括唐志清和李建军。
湖南南岭民用爆破器材股份有限公司的监事会成员包括唐志清、李建军和刘启斌。
湖南南岭民用爆破器材股份有限公司的监事包括明景谷先生、高育滨先生和廖辉蓉女士。其中，明景谷先生和高育滨先生是由南岭化工厂提名的，他们分别被选举为第二届监事会的监事会主席和监事。而廖辉蓉女士则是公司职工代表出任的监事。
湖南南岭民用爆破器材股份有限公司的监事包括明景谷和高育滨。
","['湖南南岭民用爆破器材股份有限公司的监事包括明景谷先生、高育滨先生以及职工代表出任的监事廖辉蓉女士。', '湖南南岭民用爆破器材股份有限公司监事共有 3 人，其中 2 名监事（明景谷、高育滨）经股东大会选举产生，1名监事（廖辉蓉）由职工民主推荐产生。', '湖南南岭民用爆破器材股份有限公司的监事会成员包括监事会主席明景谷先生、监事高育滨先生。', '湖南南岭民用爆破器材股份有限公司的监事有高育滨。', '湖南南岭民用爆破器材股份有限公司的监事包括明景谷和高育滨两位先生。', '湖南南岭民用爆破器材股份有限公司全体监事承诺本招股意向书及摘要不存在虚假记载、误导性陈述或重大遗漏，并对其真实性、准确性、完整性承担个别和连带的法律责任。但是，该资料并没有列出具体的监事名单。', '湖南南岭民用爆破器材股份有限公司的监事包括唐志清和李建军。', '湖南南岭民用爆破器材股份有限公司的监事会成员包括唐志清、李建军和刘启斌。', '湖南南岭民用爆破器材股份有限公司的监事包括明景谷先生、高育滨先生和廖辉蓉女士。其中，明景谷先生和高育滨先生是由南岭化工厂提名的，他们分别被选举为第二届监事会的监事会主席和监事。而廖辉蓉女士则是公司职工代表出任的监事。', '湖南南岭民用爆破器材股份有限公司的监事包括明景谷和高育滨。']"
596,深圳市铁汉生态环境股份有限公司公司的人才队伍有副研究员、高级工程师各几人？,深圳市铁汉生态环境股份有限公司,"根据提供的资料，深圳市铁汉生态环境股份有限公司公司拥有副研究员1人、高级工程师9人。
根据资料，深圳市铁汉生态环境股份有限公司公司拥有副研究员1人、高级工程师9人。
根据提供的资料，深圳市铁汉生态环境股份有限公司公司现有副研究员1人、高级工程师9人。
深圳市铁汉生态环境股份有限公司公司拥有副研究员1人、高级工程师9人。
深圳市铁汉生态环境股份有限公司公司的其他核心人员包括刘水、张衡、陈阳春、郑媛茹、魏国锋、黄东光等6人，其中是否有副研究员、高级工程师的信息无法从资料中得出。
深圳市铁汉生态环境股份有限公司公司的人才队伍中有1名副研究员和9名高级工程师。
深圳市铁汉生态环境股份有限公司公司的苗圃管理部经理有一名副研究员，总工程师有一名高级工程师。
","['根据提供的资料，深圳市铁汉生态环境股份有限公司公司拥有副研究员1人、高级工程师9人。', '根据资料，深圳市铁汉生态环境股份有限公司公司拥有副研究员1人、高级工程师9人。', '根据提供的资料，深圳市铁汉生态环境股份有限公司公司现有副研究员1人、高级工程师9人。', '深圳市铁汉生态环境股份有限公司公司拥有副研究员1人、高级工程师9人。', '深圳市铁汉生态环境股份有限公司公司的其他核心人员包括刘水、张衡、陈阳春、郑媛茹、魏国锋、黄东光等6人，其中是否有副研究员、高级工程师的信息无法从资料中得出。', '深圳市铁汉生态环境股份有限公司公司的人才队伍中有1名副研究员和9名高级工程师。', '深圳市铁汉生态环境股份有限公司公司的苗圃管理部经理有一名副研究员，总工程师有一名高级工程师。']"
597,请帮我查询在截止2020-03-31的报告期间，基金总份额降低的基金数量是多少？,N_A,N_A,[]
598,我想知道长信国防军工量化灵活配置混合C在2021年Q1的季报中，该基金的第5大重仓股的代码是什么?,N_A,N_A,[]
599,20211126日，一级行业为休闲服务的股票的成交金额合计是多少？取整。,N_A,N_A,[]
600,根据海南双成药业股份有限公司招股意向书，医药行业的主要销售渠道是怎样的？,海南双成药业股份有限公司,"海南双成药业股份有限公司招股意向书显示，医药行业的主要销售渠道包括医院、药店、基层医疗机构等。其中，医院是最主要的销售渠道，占比较大；药店次之，占比相对较小；基层医疗机构则占比较小。此外，随着互联网的发展，网上药店也逐渐成为一种新兴的销售方式。
根据资料，营区域内从事大型推广活动，代理商为主要承办方，公司协助筹划。代理商承担其约定区域销售工作所发生的一切费用。因此，在营销过程中，主要营销费用由代理商承担，如医药公司配送费用、医生的培训教育费用、医药代表的工资和奖励等。这是采用药品招商代理模式的常见做法。
根据海南双成药业股份有限公司招股意向书，该公司将对其营销网络及其管理架构进行相应扩充和调整，使公司销售渠道下沉，尽快覆盖蕴含巨大商机的中等城市和小城市。同时，公司将继续完善实施精细化招商，主导产品“基泰”以品牌建设为重点，采取代理销售与专业化学术推广相结合，设立区域品牌推广经理，积极探索公司直接进行医院终端营销。因此，该公司的医药行业主要销售渠道包括代理商销售、学术推广和医院终端营销。
根据资料，海南双成药业股份有限公司的医药行业的主要销售渠道是通过自有的销售团队以及代理商来实现销售的，并且还利用了电商平台进行销售。此外，该公司还与国内外多家医药流通企业建立了合作关系，进一步拓展了销售渠道。
根据资料，医药行业的主要销售渠道是通过药品集中招标采购将药品销售给医院，再由医院给消费者。
根据海南双成药业股份有限公司招股意向书，医药行业的主要销售渠道包括医院、零售药店以及第三终端，其中医院是最为主要的销售渠道。
根据资料，医药行业的主要销售渠道包括医院、药店、诊所和电商平台等。
根据资料，海南双成药业股份有限公司的主导产品为注射用胸腺法新，主要通过药品集中招标采购渠道销售给公立医院。
根据资料，海南双成药业股份有限公司的医药产品销售主要集中在华东、华南和华中等地区，这些地区的销售规模增长率均远超过10%。此外，该公司还通过不断加大对华东区域的学术推广投入和细化市场招商工作来促进销售业绩的增长。同时，该公司也有一定的出口销售，但占比相对较低。
","['海南双成药业股份有限公司招股意向书显示，医药行业的主要销售渠道包括医院、药店、基层医疗机构等。其中，医院是最主要的销售渠道，占比较大；药店次之，占比相对较小；基层医疗机构则占比较小。此外，随着互联网的发展，网上药店也逐渐成为一种新兴的销售方式。', '根据资料，营区域内从事大型推广活动，代理商为主要承办方，公司协助筹划。代理商承担其约定区域销售工作所发生的一切费用。因此，在营销过程中，主要营销费用由代理商承担，如医药公司配送费用、医生的培训教育费用、医药代表的工资和奖励等。这是采用药品招商代理模式的常见做法。', '根据海南双成药业股份有限公司招股意向书，该公司将对其营销网络及其管理架构进行相应扩充和调整，使公司销售渠道下沉，尽快覆盖蕴含巨大商机的中等城市和小城市。同时，公司将继续完善实施精细化招商，主导产品“基泰”以品牌建设为重点，采取代理销售与专业化学术推广相结合，设立区域品牌推广经理，积极探索公司直接进行医院终端营销。因此，该公司的医药行业主要销售渠道包括代理商销售、学术推广和医院终端营销。', '根据资料，海南双成药业股份有限公司的医药行业的主要销售渠道是通过自有的销售团队以及代理商来实现销售的，并且还利用了电商平台进行销售。此外，该公司还与国内外多家医药流通企业建立了合作关系，进一步拓展了销售渠道。', '根据资料，医药行业的主要销售渠道是通过药品集中招标采购将药品销售给医院，再由医院给消费者。', '根据海南双成药业股份有限公司招股意向书，医药行业的主要销售渠道包括医院、零售药店以及第三终端，其中医院是最为主要的销售渠道。', '根据资料，医药行业的主要销售渠道包括医院、药店、诊所和电商平台等。', '根据资料，海南双成药业股份有限公司的主导产品为注射用胸腺法新，主要通过药品集中招标采购渠道销售给公立医院。', '根据资料，海南双成药业股份有限公司的医药产品销售主要集中在华东、华南和华中等地区，这些地区的销售规模增长率均远超过10%。此外，该公司还通过不断加大对华东区域的学术推广投入和细化市场招商工作来促进销售业绩的增长。同时，该公司也有一定的出口销售，但占比相对较低。']"
601,江苏爱康太阳能科技股份有限公司实际控制人是谁？,江苏爱康太阳能科技股份有限公司,"江苏爱康太阳能科技股份有限公司的实际控制人是邹承慧先生。
江苏爱康太阳能科技股份有限公司实际控制人为邹承慧。
江苏爱康太阳能科技股份有限公司的实际控制人为邹承慧先生。
江苏爱康太阳能科技股份有限公司的实际控制人是邹承慧。
广东爱康的法定代表人是陈刚。
江苏爱康太阳能科技股份有限公司的实控制人是邹承慧。
江苏爱康太阳能科技股份有限公司实际控制人为邹承慧。
江苏爱康太阳能科技股份有限公司的实际控制人是邹承慧先生。
江苏爱康太阳能科技股份有限公司的控股股东和实际控制人为同一人，即邹承慧先生。
江苏爱康太阳能科技股份有限公司的实控制人为邹承慧先生。
","['江苏爱康太阳能科技股份有限公司的实际控制人是邹承慧先生。', '江苏爱康太阳能科技股份有限公司实际控制人为邹承慧。', '江苏爱康太阳能科技股份有限公司的实际控制人为邹承慧先生。', '江苏爱康太阳能科技股份有限公司的实际控制人是邹承慧。', '广东爱康的法定代表人是陈刚。', '江苏爱康太阳能科技股份有限公司的实控制人是邹承慧。', '江苏爱康太阳能科技股份有限公司实际控制人为邹承慧。', '江苏爱康太阳能科技股份有限公司的实际控制人是邹承慧先生。', '江苏爱康太阳能科技股份有限公司的控股股东和实际控制人为同一人，即邹承慧先生。', '江苏爱康太阳能科技股份有限公司的实控制人为邹承慧先生。']"
602,帮我查一下在2020年，代码为002993的A股股票今开盘高于昨收盘的天数？,N_A,N_A,[]
603,我想知道在2020年，中航基金管理有限公司已发行的基金中，有多少只基金报告期期初基金总份额小于报告期期末基金总份额(使用每只基金当年最晚的定期报告数据计算)？,N_A,N_A,[]
604,我想知道华商电子行业量化股票基金，在2019年年度报告中，前10大重仓股中，有多少只股票在报告期内取得正收益。,N_A,N_A,[]
605,请问股票代码为603359的股票在2020年内日成交量低于该股票当年平均日成交量的有多少个交易日？,N_A,N_A,[]
606,请帮我计算，在20190213，中信行业分类划分的一级行业为有色金属行业中，涨跌幅最大股票的股票代码是？涨跌幅是多少？百分数保留两位小数。股票涨跌幅定义为：（收盘价 - 前一日收盘价 / 前一日收盘价）* 100%。,N_A,N_A,[]
607,请查询：在2019的年度报告中，个人投资者持有基金份额大于机构投资者持有基金份额的基金属于其他型类型的有几个。,N_A,N_A,[]
608,我想知道国泰致远优势混合基金，在2020年年度报告中，前10大重仓股中，有多少只股票在报告期内取得正收益。,N_A,N_A,[]
609,国科微电子计划在哪里建立一个研发产业基地？,湖南国科微电子股份有限公司,"国科微电子计划在国家级长沙经济技术开发区建立一个集广播电视、安防监控、固态存储、物联网等细分领域芯片研发产业基地。
国科微电子计划在国家级长沙经济技术开发区建立一个研发产业基地。
国科微电子计划在美国及台湾等集成电路设计行业发展较为成熟的海外市场建立研发及设计中心。
国科微电子计划在国家级长沙经济技术开发区建立一个集广播电视、安防监控、固态存储、物联网等细分领域芯片研发产业基地。
国科微电子计划在国家级长沙经济技术开发区建立一个研发产业基地。
","['国科微电子计划在国家级长沙经济技术开发区建立一个集广播电视、安防监控、固态存储、物联网等细分领域芯片研发产业基地。', '国科微电子计划在国家级长沙经济技术开发区建立一个研发产业基地。', '国科微电子计划在美国及台湾等集成电路设计行业发展较为成熟的海外市场建立研发及设计中心。', '国科微电子计划在国家级长沙经济技术开发区建立一个集广播电视、安防监控、固态存储、物联网等细分领域芯片研发产业基地。', '国科微电子计划在国家级长沙经济技术开发区建立一个研发产业基地。']"
610,2016年-2018年，北京天宜上佳高新材料股份有限公司参与并中标的铁总联采数量分别为多少？,北京天宜上佳高新材料股份有限公司,"根据资料，2016年-2018年，北京天宜上佳高新材料股份有限公司参与并中标的铁总联采数量分别为4.51万片、2.88万片和0.73万片。
2016年-2018年，北京天宜上佳高新材料股份有限公司参与并中标的铁总联采数量分别为2.05万片、2.51万片和4.67万片。
北京天宜上佳高新材料股份有限公司在2016年-2018年间参与铁总联采并中标的数量分别为10,039.01万元、4,089.88万元和6,052.63万元。
根据公司统计，铁总联采的动车组闸片数量（以招标数量口径统计），2016年-2018年分别为2,586、2,935、3,256标准组。
北京天宜上佳高新材料股份有限公司参与铁总联采的新造闸片收入分别为 10,039.01 万元、4,089.88 万元和6,052.63 万元，收入波动较大系受铁总联采招标及公司中标数量影响，2017 年和2018 年相比 2016 年收入下降较多主要原因是公司 2015 年铁总联采中标数量较多，公司按照客户要求部分产品在 2016年发货，因此 2016年确认收入较多，而2016年和 2017年公司参与铁总联采中标数量相比 2015年有所下降。
2016年-2018年，北京天宜上佳高新材料股份有限公司参与并中标的铁总联采数量分别为2.05万片、2.51万片和4.67万片。
根据资料，2016年-2018年，北京天宜上佳高新材料股份有限公司参与并中标的铁总联采数量分别为2.05万片、2.51万片和4.67万片。
2016年-2018年，北京天宜上佳高新材料股份有限公司参与并中标的铁总联采数量分别为0.91万片、0.46万片和0.23万片。
北京天宜上佳高新材料股份有限公司在2016年-2018年期间参与铁总联采并中标的数量是3,000。
2016年，北京天宜上佳高新材料股份有限公司参与并中标的铁总联采数量为20100个。2017年，参与并中标的铁总联采数量为15000个。2018年，参与并中标的铁总联采数量为41700个。
","['根据资料，2016年-2018年，北京天宜上佳高新材料股份有限公司参与并中标的铁总联采数量分别为4.51万片、2.88万片和0.73万片。', '2016年-2018年，北京天宜上佳高新材料股份有限公司参与并中标的铁总联采数量分别为2.05万片、2.51万片和4.67万片。', '北京天宜上佳高新材料股份有限公司在2016年-2018年间参与铁总联采并中标的数量分别为10,039.01万元、4,089.88万元和6,052.63万元。', '根据公司统计，铁总联采的动车组闸片数量（以招标数量口径统计），2016年-2018年分别为2,586、2,935、3,256标准组。', '北京天宜上佳高新材料股份有限公司参与铁总联采的新造闸片收入分别为 10,039.01 万元、4,089.88 万元和6,052.63 万元，收入波动较大系受铁总联采招标及公司中标数量影响，2017 年和2018 年相比 2016 年收入下降较多主要原因是公司 2015 年铁总联采中标数量较多，公司按照客户要求部分产品在 2016年发货，因此 2016年确认收入较多，而2016年和 2017年公司参与铁总联采中标数量相比 2015年有所下降。', '2016年-2018年，北京天宜上佳高新材料股份有限公司参与并中标的铁总联采数量分别为2.05万片、2.51万片和4.67万片。', '根据资料，2016年-2018年，北京天宜上佳高新材料股份有限公司参与并中标的铁总联采数量分别为2.05万片、2.51万片和4.67万片。', '2016年-2018年，北京天宜上佳高新材料股份有限公司参与并中标的铁总联采数量分别为0.91万片、0.46万片和0.23万片。', '北京天宜上佳高新材料股份有限公司在2016年-2018年期间参与铁总联采并中标的数量是3,000。', '2016年，北京天宜上佳高新材料股份有限公司参与并中标的铁总联采数量为20100个。2017年，参与并中标的铁总联采数量为15000个。2018年，参与并中标的铁总联采数量为41700个。']"
611,在与索特传动的产品争议中，浙江双飞无油轴承股份有限公司承担多少的维修发生额？,浙江双飞无油轴承股份有限公司,"根据《解决协议书》的内容，浙江双飞无油轴承股份有限公司承担80%的维修发生额，共610.912万元。
在与索特传动设备有限公司关于轮子故障率提高的维修费索赔事项中，浙江双飞无油轴承股份有限公司承担了610.912万元的维修金额。
在与索特传动的产品争议中，浙江双飞无油轴承股份有限公司承担了610.912万元的维修金额。
根据资料，《解决协议书》中约定，浙江双飞无油轴承股份有限公司承担80%的维修发生额，共610.912万元。
在与索特传动设备有限公司关于轮子故障率提高的维修费索赔事项存在争议的情况下，浙江双飞无油轴承股份有限公司承担了610.912万元的维修金额。
","['根据《解决协议书》的内容，浙江双飞无油轴承股份有限公司承担80%的维修发生额，共610.912万元。', '在与索特传动设备有限公司关于轮子故障率提高的维修费索赔事项中，浙江双飞无油轴承股份有限公司承担了610.912万元的维修金额。', '在与索特传动的产品争议中，浙江双飞无油轴承股份有限公司承担了610.912万元的维修金额。', '根据资料，《解决协议书》中约定，浙江双飞无油轴承股份有限公司承担80%的维修发生额，共610.912万元。', '在与索特传动设备有限公司关于轮子故障率提高的维修费索赔事项存在争议的情况下，浙江双飞无油轴承股份有限公司承担了610.912万元的维修金额。']"
612,"在20210630的年报(含半年报)中，金信民达纯债债券A基金的债券持仓,其持有最大仓位的债券类型是什么?",N_A,N_A,[]
613,2021年年度报告里，中海基金管理有限公司管理的基金中，机构投资者持有份额比个人投资者多的基金有多少只?,N_A,N_A,[]
614,"请帮我查询在2019年,睿远基金管理有限公司成立哪种类型的基金个数最多?",N_A,N_A,[]
615,2009年、2008年、2007年兰州海默科技股份有限公司的综合毛利率分别是多少？,兰州海默科技股份有限公司,"2009年、2008年、2007年兰州海默科技股份有限公司的综合毛利率分别为54.09%、56.62%、48.93%。
2009年，新增钻井服务业务的毛利率相对较低，移动测井服务和产品售后服务毛利率与2008年相比基本稳定，而2009年公司综合毛利率相比2008年降低2.53%。
2009年、2008年、2007年兰州海默科技股份有限公司的综合毛利率分别为54.09%、56.62%、48.93%。
","['2009年、2008年、2007年兰州海默科技股份有限公司的综合毛利率分别为54.09%、56.62%、48.93%。', '2009年，新增钻井服务业务的毛利率相对较低，移动测井服务和产品售后服务毛利率与2008年相比基本稳定，而2009年公司综合毛利率相比2008年降低2.53%。', '2009年、2008年、2007年兰州海默科技股份有限公司的综合毛利率分别为54.09%、56.62%、48.93%。']"
616,我想知道股票300138在申万行业分类下的二级行业是什么？用最新的数据。,N_A,N_A,[]
617,青海互助青稞酒股份有限公司2010年经备案的青稞收购量及实际采购量是多少？,青海互助青稞酒股份有限公司,"青海互助青稞酒股份有限公司2010年经备案的青稞收购量及实际采购量如下表所示：| 项目 | 收购量(吨) | 实际采购量(吨) || --- | --- | --- || 青稞 | 72,463.00 | 65,544.37 |
青稞目前经备案的收购量及实际采购量如下表所示：由上表可见，公司现有、募投项目达产后预计的青稞采购量，均未超过公司在粮食主管部门备案的收购量，符合粮食收购相关规定。
青海互助青稞酒股份有限公司2010年经备案的青稞收购量为50,000吨，实际采购量为14,134吨。
青海互助青稞酒股份有限公司2010年的青稞收购量为13773.69吨，实际采购量为13637.03吨。
青海互助青稞酒股份有限公司2010年的青稞收购量为1,509吨，实际采购量为1,509吨。
","['青海互助青稞酒股份有限公司2010年经备案的青稞收购量及实际采购量如下表所示：| 项目 | 收购量(吨) | 实际采购量(吨) || --- | --- | --- || 青稞 | 72,463.00 | 65,544.37 |', '青稞目前经备案的收购量及实际采购量如下表所示：由上表可见，公司现有、募投项目达产后预计的青稞采购量，均未超过公司在粮食主管部门备案的收购量，符合粮食收购相关规定。', '青海互助青稞酒股份有限公司2010年经备案的青稞收购量为50,000吨，实际采购量为14,134吨。', '青海互助青稞酒股份有限公司2010年的青稞收购量为13773.69吨，实际采购量为13637.03吨。', '青海互助青稞酒股份有限公司2010年的青稞收购量为1,509吨，实际采购量为1,509吨。']"
618,"假设股票日收益率计算公式为：日收益率 = （当日收盘价-昨收盘价）/昨收盘价。请帮我找到在2019年，申万行业分类行业划分标准,通信一级行业中, 代码为多少的股票的日均收益率最高？",N_A,N_A,[]
619,请帮我查询在截止2019-03-31的报告期间，基金总份额降低的基金数量是多少？,N_A,N_A,[]
620,帮我查一下在2021年，代码为600546的A股股票今开盘高于昨收盘的天数？,N_A,N_A,[]
621,我想知道国泰CES半导体芯片行业ETF联接A基金，在2020年半年度报告中，前10大重仓股中，有多少只股票在报告期内取得正收益。,N_A,N_A,[]
622,我想知道天风(上海)证券资产管理有限公司在2020年成立了多少只管理费率小于0.8%的基金？,N_A,N_A,[]
623,20200415港股下跌的股票家数有多少家?,N_A,N_A,[]
624,青海互助青稞酒股份有限公司2010年度营业收入与净利润是多少？,青海互助青稞酒股份有限公司,"青海互助青稞酒股份有限公司2010年度营业收入持续增长，达到了39.55%。但是，资料中并没有给出具体的净利润数字。
青稞酒有限2009年度净利润为8.2元/股，市盈率为8.66倍。
青海互助青稞酒股份有限公司2010年度营业收入为13553万元，净利润为13553万元。
青稞城2010年度净利润为507万元。
青海互助青稞酒股份有限公司2010年度的经营所得净利润为13,553万元。
青海互助青稞酒股份有限公司2010年度的营业收入和净利润分别为人民币45,396.46万元和人民币9,448.33万元。
青海互助青稞酒股份有限公司2010年度的营业收入是59,692万元，净利润是13,553万元。
根据资料可以看出，青海互助青稞酒股份有限公司2010年度的营业收入为449,983,223.72元，净利润为23,264,468.72元。
根据资料，青海互助青稞酒股份有限公司2010年度的营业收入为59,692万元，净利润为13,553万元。
青海互助青稞酒股份有限公司2010年度的营业收入和净利润不在上述表格中，因此无法获取答案。
","['青海互助青稞酒股份有限公司2010年度营业收入持续增长，达到了39.55%。但是，资料中并没有给出具体的净利润数字。', '青稞酒有限2009年度净利润为8.2元/股，市盈率为8.66倍。', '青海互助青稞酒股份有限公司2010年度营业收入为13553万元，净利润为13553万元。', '青稞城2010年度净利润为507万元。', '青海互助青稞酒股份有限公司2010年度的经营所得净利润为13,553万元。', '青海互助青稞酒股份有限公司2010年度的营业收入和净利润分别为人民币45,396.46万元和人民币9,448.33万元。', '青海互助青稞酒股份有限公司2010年度的营业收入是59,692万元，净利润是13,553万元。', '根据资料可以看出，青海互助青稞酒股份有限公司2010年度的营业收入为449,983,223.72元，净利润为23,264,468.72元。', '根据资料，青海互助青稞酒股份有限公司2010年度的营业收入为59,692万元，净利润为13,553万元。', '青海互助青稞酒股份有限公司2010年度的营业收入和净利润不在上述表格中，因此无法获取答案。']"
625,"在20201231的年报(含半年报)中，嘉合磐泰短债债券C基金的债券持仓,其持有最大仓位的债券类型是什么?",N_A,N_A,[]
626,请问在农林牧渔行业，20191104行业的A股公司有多少?,N_A,N_A,[]
627,宁波立立电子股份有限公司主要产品是什么？,宁波立立电子股份有限公司,"宁波立立电子股份有限公司的主营业务涵盖硅材料、半导体分立器件、电力电子器件的研发、制造及销售。其产品主要包括硅抛光片、硅外延片、肖特基二极管芯片以及MOSFET芯片等。
宁波立立电子股份有限公司的主要产品是抛光片和外延片。
宁波立立电子股份有限公司的主要产品是半导体级及太阳能级硅片，包括4-6英寸的P型和N型外延片。此外，该公司还生产肖特基二极管芯片，主要用于中高端功率肖特基二极管芯片，产品以正向电流5A以上、反向电压100V以上的大电流高反压产品为主。
宁波立立电子股份有限公司以及下属控股子公司主要从事 4 英寸、5 英寸、6 英寸硅抛光片和硅外延片以及6英寸功率肖特基二极管芯片的生产、销售。
宁波立立电子股份有限公司的主要产品是硅抛光片和硅外延片。
宁波立立电子股份有限公司目前主营业务为半导体硅材料和半导体分立器件的研发、生产和销售。其主要产品包括：4-6英寸硅抛光片、4-6英寸硅外延片，以及6英寸功率肖特基二极管芯片。
宁波立立电子股份有限公司的产品主要包括功率肖特基二极管芯片和其他半导体产品。
宁波立立电子股份有限公司的主营业务为半导体器件专用设备的研发、生产和销售。
","['宁波立立电子股份有限公司的主营业务涵盖硅材料、半导体分立器件、电力电子器件的研发、制造及销售。其产品主要包括硅抛光片、硅外延片、肖特基二极管芯片以及MOSFET芯片等。', '宁波立立电子股份有限公司的主要产品是抛光片和外延片。', '宁波立立电子股份有限公司的主要产品是半导体级及太阳能级硅片，包括4-6英寸的P型和N型外延片。此外，该公司还生产肖特基二极管芯片，主要用于中高端功率肖特基二极管芯片，产品以正向电流5A以上、反向电压100V以上的大电流高反压产品为主。', '宁波立立电子股份有限公司以及下属控股子公司主要从事 4 英寸、5 英寸、6 英寸硅抛光片和硅外延片以及6英寸功率肖特基二极管芯片的生产、销售。', '宁波立立电子股份有限公司的主要产品是硅抛光片和硅外延片。', '宁波立立电子股份有限公司目前主营业务为半导体硅材料和半导体分立器件的研发、生产和销售。其主要产品包括：4-6英寸硅抛光片、4-6英寸硅外延片，以及6英寸功率肖特基二极管芯片。', '宁波立立电子股份有限公司的产品主要包括功率肖特基二极管芯片和其他半导体产品。', '宁波立立电子股份有限公司的主营业务为半导体器件专用设备的研发、生产和销售。']"
628,我想知道股票300584在申万行业分类下的二级行业是什么？用最新的数据。,N_A,N_A,[]
